metric,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
macaques_macaquecpw_180_5e-5,73.061,69.735,76.838,75.366,81.358,80.054,86.669,85.076,76.085,88.584,82.508,73.089,84.44,82.947,84.553,88.594,95.637,76.19,16.667,7.1429,10983,1414,501,14,32,7,3,49,69.332,88.078,84.835,91.58,10517,1880,967,11484,12397,64,42
macaques_macaquecpw_190_5e-5,73.142,70.561,76.128,75.098,82.432,79.355,86.369,84.749,75.595,89.066,82.164,73.18,86.166,82.581,86.263,88.683,97.344,76.19,14.286,9.5238,10994,1403,300,12,32,6,4,43,70.718,88.413,84.48,92.731,10473,1924,821,11294,12397,62,42
macaques_macaquecpw_200_5e-5,72.502,69.896,75.527,74.602,81.982,78.719,86.239,84.619,75.045,88.301,82.012,72.417,85.593,82.392,85.722,88.36,97.101,73.81,16.667,9.5238,10954,1443,327,16,31,7,4,41,70.035,87.803,83.851,92.146,10395,2002,886,11281,12397,62,42
macaques_macaquecpw_20_5e-5,70.81,67.485,74.568,73.626,79.716,78.183,85.026,84.462,74.086,86.992,81.515,70.911,82.028,82.362,82.133,87.247,94.463,78.571,14.286,7.1429,10816,1581,634,13,33,6,3,26,66.64,85.638,82.367,89.179,10211,2186,1239,11450,12397,58,42
macaques_macaquecpw_30_5e-5,71.97,69.216,75.164,75.324,80.59,78.74,85.586,84.9,75.226,87.468,82.14,71.846,83.875,82.727,83.996,88.731,94.934,78.571,11.905,9.5238,11000,1397,587,15,33,5,4,38,68.549,86.349,83.528,89.367,10355,2042,1232,11587,12397,62,42
macaques_macaquecpw_40_5e-5,71.968,68.271,76.167,74.935,79.672,80.231,84.843,84.85,75.538,87.774,82.101,72.063,82.738,82.626,82.891,88.473,94.065,78.571,11.905,9.5238,10968,1429,692,19,33,5,4,32,67.367,86.636,84.061,89.374,10421,1976,1239,11660,12397,63,42
macaques_macaquecpw_50_5e-5,71.994,68.758,75.687,74.698,80.685,79.102,86.417,84.903,75.176,87.561,82.234,72.004,83.391,82.732,83.464,88.021,95.077,76.19,16.667,7.1429,10912,1485,565,9,32,7,3,30,68.191,87.116,83.883,90.607,10399,1998,1078,11477,12397,59,42
macaques_macaquecpw_60_5e-5,72.831,69.812,76.302,76.271,80.988,79.65,87.087,85.443,76.274,88.011,82.713,72.796,84.319,83.33,84.448,89.312,94.835,78.571,11.905,9.5238,11072,1325,603,16,33,5,4,38,69.431,86.632,84.109,89.31,10427,1970,1248,11675,12397,64,42
macaques_macaquecpw_70_5e-5,72.671,69.329,76.459,74.111,81.696,79.739,86.088,84.578,75.26,88.741,81.96,72.732,84.73,82.374,84.795,87.755,96.737,73.81,16.667,9.5238,10879,1518,367,8,31,7,4,33,69.262,88.77,84.65,93.313,10494,1903,752,11246,12397,51,42
macaques_macaquecpw_80_5e-5,72.126,67.766,77.086,72.345,81.681,80.342,86.25,84.518,74.666,88.178,81.846,72.17,83.133,82.203,83.198,85.884,96.967,76.19,11.905,11.905,10647,1750,333,8,32,5,5,32,67.848,87.222,82.238,92.851,10195,2202,785,10980,12397,56,42
macaques_macaquecpw_90_5e-5,72.771,69.758,76.288,74.71,80.939,79.536,85.784,84.019,75.467,89.43,81.335,72.738,86.118,81.694,86.222,89.264,96.705,78.571,14.286,7.1429,11066,1331,377,13,33,6,3,33,69.777,89.22,85.787,92.939,10635,1762,808,11443,12397,60,42
macaques_nopretrain_10,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_100,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_100_1e-5,52.451,44.728,62.406,53.858,60.925,66.147,77.691,77.294,57.797,72.861,70.391,51.288,50.835,73.586,51.004,69.702,78.848,50,33.333,16.667,8641,3756,2318,21,21,14,7,86,32.423,69.318,65.298,73.866,8095,4302,2864,10959,12397,73,42
macaques_nopretrain_100_5e-5,55.997,50.707,62.838,58.113,67.135,67.904,76.327,78.407,60.205,76.987,71.97,55.407,59.611,75.099,59.845,73.203,84.568,54.762,28.571,16.667,9075,3322,1656,29,23,12,7,85,41.383,72.129,67.282,77.728,8341,4056,2390,10731,12397,68,42
macaques_nopretrain_10_1e-5,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_10_5e-5,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_110,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_110_1e-5,60.929,57.304,65.482,66.358,68.348,69.192,79.045,79.316,65.761,81.94,74.45,61.005,72.388,75.875,72.663,84.875,87.421,73.81,19.048,7.1429,10522,1875,1514,34,31,8,3,50,51.912,79.36,78.204,80.55,9695,2702,2341,12036,12397,66,42
macaques_nopretrain_110_5e-5,60.106,55.139,66.397,65.813,66.305,71.163,78.681,79.646,65.866,81.273,74.283,60.372,64.209,76.717,64.491,81.875,82.487,69.048,16.667,14.286,10150,2247,2155,35,29,7,6,65,45.146,77.613,77.325,77.903,9586,2811,2719,12305,12397,70,42
macaques_nopretrain_120,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_120_1e-5,60.984,56.689,66.309,64.495,69.805,69.725,80.371,79.503,65.239,81.955,74.578,61.12,70.033,76.35,70.259,81.326,88.022,76.19,14.286,9.5238,10082,2315,1372,28,32,6,4,52,50.8,79.158,76.147,82.417,9440,2957,2014,11454,12397,66,42
macaques_nopretrain_120_5e-5,61.233,55.683,67.758,66.512,66.776,71.934,79.359,80.005,67.067,81.862,75.008,61.403,64.104,77.414,64.306,81.955,82.281,71.429,19.048,9.5238,10160,2237,2188,25,30,8,4,58,45.594,78.246,78.091,78.401,9681,2716,2667,12348,12397,62,42
macaques_nopretrain_130,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_130_1e-5,63.131,58.531,69.159,66.843,70.077,73.436,81.174,79.744,67.687,84.716,74.836,63.398,73.292,76.476,73.558,84.472,88.558,73.81,21.429,4.7619,10472,1925,1353,33,31,9,2,56,53.421,82.033,80.14,84.017,9935,2462,1890,11825,12397,61,42
macaques_nopretrain_130_5e-5,60.664,55.221,66.975,66.074,66.59,71.256,78.525,80,66.491,81.863,74.529,61.012,63.636,77.305,63.894,81.56,82.197,73.81,11.905,14.286,10111,2286,2190,32,31,5,6,60,45.127,77.407,77.107,77.709,9559,2838,2742,12301,12397,64,42
macaques_nopretrain_140,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_140_1e-5,63.267,58.694,69.01,65.864,70.554,72.878,80.322,79.081,67.238,85.753,74.24,63.663,75.397,75.44,75.542,84.448,90.461,76.19,19.048,4.7619,10469,1928,1104,18,32,8,2,50,54.657,83.78,80.995,86.762,10041,2356,1532,11573,12397,58,42
macaques_nopretrain_140_5e-5,61.75,57.993,66.117,67.232,68.593,69.711,79.133,79.286,66.644,83.985,74.118,62.249,69.154,76.619,69.412,83.714,85.409,73.81,14.286,11.905,10378,2019,1773,32,31,6,5,67,49.58,78.084,77.309,78.874,9584,2813,2567,12151,12397,74,42
macaques_nopretrain_150,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_150_1e-5,61.517,57.561,66.642,64.708,70.689,70.26,80.452,79.47,65.46,82.346,74.606,61.435,73.018,76.001,73.308,82.423,90.042,69.048,21.429,9.5238,10218,2179,1130,36,29,9,4,58,53.237,80.008,76.623,83.706,9499,2898,1849,11348,12397,65,42
macaques_nopretrain_150_5e-5,63.202,59.106,67.897,67.167,70.613,71.788,78.953,79.777,67.502,85.218,75.025,63.935,73.526,76.899,73.792,84.456,88.789,73.81,16.667,9.5238,10470,1927,1322,33,31,7,4,61,54.016,81.508,79.519,83.599,9858,2539,1934,11792,12397,62,42
macaques_nopretrain_160,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_160_1e-5,61.691,58.025,65.935,65.127,70.841,69.759,78.241,79.401,65.5,82.849,74.841,62.005,74.171,76.026,74.494,83.214,90.515,73.81,21.429,4.7619,10316,2081,1081,40,31,9,2,55,54.222,80.81,77.551,84.356,9614,2783,1783,11397,12397,66,42
macaques_nopretrain_160_5e-5,63.761,59.242,68.953,67.023,71.296,72.967,79.153,80.056,67.962,85.455,75.213,64.273,73.203,77.083,73.373,83.69,89.025,71.429,16.667,11.905,10375,2022,1279,21,30,7,5,63,54.024,81.394,78.955,83.988,9788,2609,1866,11654,12397,62,42
macaques_nopretrain_170,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_170_1e-5,63.91,60.345,68.341,67.718,71.838,71.763,80.835,80.044,67.924,84.449,75.569,63.818,76.043,76.953,76.277,85.271,90.459,76.19,19.048,4.7619,10571,1826,1115,29,32,8,2,54,56.39,82.54,80.173,85.05,9939,2458,1747,11686,12397,68,42
macaques_nopretrain_170_5e-5,63.627,60.264,67.569,68.014,71.998,71.206,80.346,80.439,67.737,84.733,75.916,64.326,74.115,77.243,74.316,84.391,89.335,76.19,11.905,11.905,10462,1935,1249,25,32,5,5,61,54.91,80.704,78.471,83.067,9728,2669,1983,11711,12397,62,42
macaques_nopretrain_180,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_180_1e-5,61.985,57.579,67.373,65.094,70.619,70.772,80.805,79.825,66.114,82.493,75.203,62.037,72.695,76.358,72.881,82.528,89.534,71.429,21.429,7.1429,10231,2166,1196,23,30,9,3,53,53.184,81.263,78.083,84.712,9680,2717,1747,11427,12397,66,42
macaques_nopretrain_180_5e-5,64.003,59.639,68.975,67.459,71.65,72.982,79.591,80.465,68.201,84.555,76.165,64.401,75.22,77.314,75.389,84.771,90.036,73.81,16.667,9.5238,10509,1888,1163,21,31,7,4,62,55.989,83.294,80.858,85.881,10024,2373,1648,11672,12397,61,42
macaques_nopretrain_190,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_190_1e-5,61.715,58.37,65.761,64.494,72.448,68.974,80.387,79.692,65.052,82.168,75.24,61.823,74.236,76.331,74.486,81.754,91.836,73.81,19.048,7.1429,10135,2262,901,31,31,8,3,54,54.885,80.288,75.881,85.239,9407,2990,1629,11036,12397,68,42
macaques_nopretrain_190_5e-5,61.06,58.477,64.102,66.126,70.694,68.734,76.597,79.704,65.061,82.064,74.927,61.488,73.316,76.585,73.534,83.536,89.307,73.81,16.667,9.5238,10356,2041,1240,27,31,7,4,57,53.756,79.573,77.003,82.321,9546,2851,2050,11596,12397,60,42
macaques_nopretrain_20,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_200,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_200_1e-5,60.571,55.73,66.399,63.308,69.558,69.741,79.733,79.401,64.751,81.201,74.534,60.522,69.985,75.987,70.202,80.608,88.567,66.667,21.429,11.905,9993,2404,1290,27,28,9,5,50,50.628,79.578,76.002,83.506,9422,2975,1861,11283,12397,59,42
macaques_nopretrain_200_5e-5,63.435,59.315,68.133,66.061,72.028,71.802,79.01,79.735,67.071,85.342,75.155,64.139,74.284,76.698,74.486,83.101,90.607,73.81,14.286,11.905,10302,2095,1068,25,31,6,5,61,54.92,82.291,78.882,86.007,9779,2618,1591,11370,12397,59,42
macaques_nopretrain_20_1e-5,27.648,16.324,47.764,16.778,67.994,53.924,68.429,75.224,28.093,39.437,67.002,26.423,19.521,70.71,19.561,22.118,89.637,7.1429,26.19,66.667,2742,9655,317,5,3,11,28,46,13.042,31.263,19.489,78.98,2416,9981,643,3059,12397,15,42
macaques_nopretrain_20_5e-5,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_30,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_30_1e-5,45.291,37.193,56.215,41.083,62.901,60.874,71.283,74.458,47.809,66.426,66.763,44.348,44.099,69.925,44.228,54.771,83.858,33.333,35.714,30.952,6790,5607,1307,16,14,15,13,99,27.627,61.501,50.835,77.831,6302,6095,1795,8097,12397,44,42
macaques_nopretrain_30_5e-5,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_40,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_40_1e-5,40.39,30.119,54.408,32.156,66.741,59.851,69.935,76.052,41.797,59.415,68.554,40.732,37.332,71.448,37.42,42.801,88.833,19.048,38.095,42.857,5306,7091,667,11,8,16,18,50,25.111,54.839,40.631,84.329,5037,7360,936,5973,12397,28,42
macaques_nopretrain_40_5e-5,33.37,21.341,52.521,21.989,73.398,56.907,73.111,78.55,33.912,44.688,72.598,32.443,25.296,75.422,25.329,27.644,92.272,9.5238,28.571,61.905,3427,8970,287,4,4,12,26,40,18.502,39.737,25.821,86.187,3201,9196,513,3714,12397,18,42
macaques_nopretrain_50,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_50_1e-5,50.468,40.866,63.135,46.332,66.096,67.658,77.406,78.558,53.932,69.671,71.008,49.472,42.825,76.233,42.994,56.546,80.667,35.714,30.952,33.333,7010,5387,1680,21,15,13,14,65,29.385,62.949,53.537,76.375,6637,5760,2053,8690,12397,46,42
macaques_nopretrain_50_5e-5,40.349,29.473,56.215,30.872,71.217,60.24,76.547,77.716,41.411,55.005,71.428,39.289,36.452,74.008,36.573,39.961,92.185,26.19,26.19,47.619,4954,7443,420,15,11,11,20,45,26.065,50.464,36.17,83.439,4484,7913,890,5374,12397,37,42
macaques_nopretrain_60,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_60_1e-5,54.201,47.258,62.93,54.951,64.854,66.888,77.19,78.058,58.664,74.172,71.705,53.186,56.183,74.484,56.433,70.582,83.302,50,33.333,16.667,8750,3647,1754,31,21,14,7,74,38.173,71.621,66.153,78.075,8201,4196,2303,10504,12397,58,42
macaques_nopretrain_60_5e-5,51.238,42.649,62.207,46.434,70.744,66.82,77.01,78.987,53.622,69.367,72.889,50.561,51.948,75.766,52.085,58.861,89.677,40.476,28.571,30.952,7297,5100,840,17,17,12,13,66,37.683,66.271,54.884,83.618,6804,5593,1333,8137,12397,43,42
macaques_nopretrain_70,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_70_1e-5,52.657,48.722,57.142,55.834,65.871,61.227,73.866,77.545,56.469,74.085,71.557,53.013,56.909,74.07,57.127,70.945,83.698,47.619,42.857,9.5238,8795,3602,1713,27,20,18,4,85,38.513,71.382,65.943,77.798,8175,4222,2333,10508,12397,58,42
macaques_nopretrain_70_5e-5,50.831,42.9,60.577,47.646,67.366,64.818,74.777,78.138,53.656,69.591,72.87,50.711,53.481,74.427,53.594,62.16,87.888,42.857,33.333,23.81,7706,4691,1062,14,18,14,10,37,37.584,70.654,60.313,85.276,7477,4920,1291,8768,12397,41,42
macaques_nopretrain_80,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_80_1e-5,59.428,53.873,66.07,62.51,67.456,70.605,78.191,78.999,64.193,82.299,73.253,60.286,65.943,75.585,66.129,79.398,85.681,71.429,16.667,11.905,9843,2554,1645,23,30,7,5,64,46.558,77.094,74.268,80.144,9207,3190,2281,11488,12397,64,42
macaques_nopretrain_80_5e-5,47.239,38.566,58.698,43.504,62.785,62.662,74.633,75.663,50.387,69.355,67.515,46.825,43.212,71.676,43.365,56.328,81.292,26.19,50,23.81,6983,5414,1607,19,11,21,10,103,27.258,63.563,53.803,77.648,6670,5727,1920,8590,12397,55,42
macaques_nopretrain_90,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,0,0,100,0,12397,0,0,0,0,42,0,0,0,0,0,0,12397,0,0,12397,0,42
macaques_nopretrain_90_1e-5,57.265,51.225,64.468,61.799,63.061,69.509,74.968,77.88,63.049,80.59,71.908,57.95,62.322,74.249,62.539,80.269,81.908,71.429,16.667,11.905,9951,2446,2198,27,30,7,5,71,41.652,75.613,74.857,76.385,9280,3117,2869,12149,12397,64,42
macaques_nopretrain_90_5e-5,56.194,51.186,62.315,56.824,69.152,66.446,76.846,77.685,59.425,79.911,70.544,56.372,61.039,74.49,61.184,71.679,87.229,57.143,23.81,19.048,8886,3511,1301,18,24,10,8,79,42.754,72.839,66.347,80.74,8225,4172,1962,10187,12397,54,42
