metric,HOTA,DetA,AssA,DetRe,DetPr,AssRe,AssPr,LocA,OWTA,HOTA(0),LocA(0),HOTALocA(0),MOTA,MOTP,MODA,CLR_Re,CLR_Pr,MTR,PTR,MLR,CLR_TP,CLR_FN,CLR_FP,IDSW,MT,PT,ML,Frag,sMOTA,IDF1,IDR,IDP,IDTP,IDFN,IDFP,Dets,GT_Dets,IDs,GT_IDs
lemurs_0.02_0.5_0.9_0.5_doublekalman,69.097,64.201,76.773,68.492,78.009,79.436,85.766,81.334,71.87,87.684,77.246,67.732,81.085,78.434,81.171,84.485,96.225,77.333,13.333,9.3333,22610,4152,887,23,58,10,7,126,62.865,86.146,80.891,92.131,21648,5114,1849,23497,26762,91,75
lemurs_0.02_0.5_0.9_0.5_singlekalman,61.903,52.608,75.268,71.744,58.908,79.268,81.995,80.584,72.758,80.47,74.845,60.228,54.488,77.911,54.604,88.196,72.417,80,14.667,5.3333,23603,3159,8990,31,60,11,4,109,35.006,75.529,83.757,68.772,22415,4347,10178,32593,26762,108,75
lemurs_0.02_0.5_0.9_0.6_doublekalman,69.102,64.211,76.772,68.499,78.014,79.437,85.767,81.337,71.873,87.681,77.253,67.736,81.089,78.439,81.175,84.489,96.225,77.333,13.333,9.3333,22611,4151,887,23,58,10,7,124,62.872,86.16,80.906,92.144,21652,5110,1846,23498,26762,91,75
lemurs_0.02_0.5_0.9_0.6_singlekalman,61.906,52.61,75.274,71.745,58.91,79.274,81.999,80.586,72.762,80.47,74.848,60.23,54.495,77.915,54.611,88.2,72.42,80,14.667,5.3333,23604,3158,8989,31,60,11,4,107,35.016,75.542,83.772,68.785,22419,4343,10174,32593,26762,108,75
lemurs_0.02_0.5_0.9_0.7_doublekalman,69.102,64.212,76.771,68.499,78.014,79.436,85.767,81.337,71.873,87.681,77.253,67.736,81.089,78.439,81.175,84.489,96.225,77.333,13.333,9.3333,22611,4151,887,23,58,10,7,124,62.872,86.16,80.906,92.144,21652,5110,1846,23498,26762,91,75
lemurs_0.02_0.5_0.9_0.7_singlekalman,61.9,52.602,75.27,71.738,58.904,79.27,81.997,80.585,72.756,80.475,74.84,60.228,54.465,77.916,54.581,88.185,72.408,80,14.667,5.3333,23600,3162,8993,31,60,11,4,107,34.991,75.529,83.757,68.772,22415,4347,10178,32593,26762,108,75
lemurs_0.02_0.5_0.9_0.8_doublekalman,69.086,64.201,76.747,68.489,78.013,79.419,85.753,81.338,71.857,87.67,77.252,67.726,81.063,78.442,81.149,84.471,96.216,77.333,13.333,9.3333,22606,4156,889,23,58,10,7,124,62.852,86.145,80.887,92.134,21647,5115,1848,23495,26762,91,75
lemurs_0.02_0.5_0.9_0.8_singlekalman,61.848,52.582,75.176,71.723,58.892,79.203,81.951,80.592,72.702,80.343,74.871,60.153,54.383,77.921,54.499,88.144,72.374,80,14.667,5.3333,23589,3173,9004,31,60,11,4,107,34.922,75.488,83.712,68.736,22403,4359,10190,32593,26762,108,75
lemurs_0.02_0.5_0.9_0.9_doublekalman,68.688,64.036,76.081,68.434,77.841,78.75,85.535,81.327,71.506,87.208,77.212,67.335,80.891,78.441,80.988,84.452,96.06,77.333,13.333,9.3333,22601,4161,927,26,58,10,7,122,62.684,85.397,80.237,91.266,21473,5289,2055,23528,26762,91,75
lemurs_0.02_0.5_0.9_0.9_singlekalman,61.44,52.395,74.48,71.734,58.645,78.584,81.406,80.574,72.358,79.778,74.808,59.68,53.681,77.922,53.804,88.061,71.993,80,14.667,5.3333,23567,3195,9168,33,60,11,4,109,34.238,74.814,83.163,67.988,22256,4506,10479,32735,26762,109,75
lemurs_0.02_0.5_0.9_0_doublekalman,69.297,63.863,77.556,68.394,77.614,80.083,86.089,81.298,72.205,88.135,77.122,67.972,80.584,78.388,80.663,84.392,95.768,77.333,13.333,9.3333,22585,4177,998,21,58,10,7,128,62.346,87.039,81.87,92.906,21910,4852,1673,23583,26762,91,75
lemurs_0.02_0.5_0.9_0_singlekalman,62.702,53.501,75.902,71.835,59.928,79.868,82.378,80.522,73.13,81.96,74.646,61.18,56.55,77.851,56.666,88.267,73.637,80,14.667,5.3333,23622,3140,8457,31,60,11,4,113,37,76.957,84.601,70.579,22641,4121,9438,32079,26762,105,75
lemurs_0.02_0.5_0.9_1_doublekalman,68.706,63.876,76.296,68.524,77.482,78.822,85.78,81.328,71.658,87.257,77.208,67.369,80.85,78.394,80.958,84.698,95.771,77.333,13.333,9.3333,22667,4095,1001,29,58,10,7,121,62.549,85.576,80.629,91.17,21578,5184,2090,23668,26762,92,75
lemurs_0.02_0.5_0.9_1_singlekalman,61.432,52.385,74.478,71.723,58.641,78.582,81.4,80.576,72.35,79.759,74.818,59.674,53.669,77.924,53.793,88.05,71.991,80,14.667,5.3333,23564,3198,9168,33,60,11,4,110,34.231,74.797,83.14,67.976,22250,4512,10482,32732,26762,109,75
lemurs_0.02_0.6_0.7_0.1_doublekalman,68.985,63.919,76.834,68.122,78.103,79.471,85.861,81.354,71.712,87.474,77.278,67.598,80.667,78.474,80.741,83.981,96.286,77.333,13.333,9.3333,22475,4287,867,20,58,10,7,122,62.589,86.077,80.577,92.383,21564,5198,1778,23342,26762,89,75
lemurs_0.02_0.6_0.7_0.1_singlekalman,63.079,54.567,75.384,70.97,61.971,79.332,82.177,80.636,72.419,81.888,74.96,61.383,59.984,78.051,60.093,87.307,76.237,80,14.667,5.3333,23365,3397,7283,29,60,11,4,118,40.822,77.196,82.8,72.302,22159,4603,8489,30648,26762,101,75
lemurs_0.02_0.6_0.7_0.2_doublekalman,68.989,63.923,76.838,68.127,78.099,79.478,85.856,81.353,71.716,87.484,77.274,67.602,80.655,78.475,80.73,83.981,96.273,77.333,13.333,9.3333,22475,4287,870,20,58,10,7,121,62.578,86.072,80.577,92.371,21564,5198,1781,23345,26762,89,75
lemurs_0.02_0.6_0.7_0.2_singlekalman,62.984,54.312,75.459,71.052,61.597,79.327,82.109,80.679,72.513,81.597,75.122,61.298,59.338,78.033,59.45,87.4,75.769,80,14.667,5.3333,23390,3372,7480,30,60,11,4,119,40.139,77.138,83.058,72.005,22228,4534,8642,30870,26762,100,75
lemurs_0.02_0.6_0.7_0.3_doublekalman,69.023,63.975,76.854,68.18,78.132,79.501,85.881,81.371,71.751,87.495,77.303,67.636,80.655,78.508,80.73,83.996,96.257,77.333,13.333,9.3333,22479,4283,874,20,58,10,7,121,62.603,86.05,80.569,92.331,21562,5200,1791,23353,26762,89,75
lemurs_0.02_0.6_0.7_0.3_singlekalman,63.343,54.931,75.457,71.159,62.338,79.361,82.129,80.739,72.57,81.896,75.32,61.685,60.679,78.044,60.776,87.464,76.621,80,14.667,5.3333,23407,3355,7142,26,60,11,4,114,41.476,77.671,83.166,72.857,22257,4505,8292,30549,26762,100,75
lemurs_0.02_0.6_0.7_0.4_doublekalman,69.043,64.056,76.806,68.226,78.189,79.456,85.848,81.383,71.751,87.487,77.359,67.679,80.966,78.481,81.048,84.153,96.441,77.333,13.333,9.3333,22521,4241,831,22,58,10,7,121,62.856,86.215,80.723,92.51,21603,5159,1749,23352,26762,89,75
lemurs_0.02_0.6_0.7_0.4_singlekalman,63.729,55.551,75.534,71.208,63.087,79.463,82.148,80.744,72.633,82.441,75.352,62.121,62.26,78.022,62.353,87.613,77.621,80,14.667,5.3333,23447,3315,6760,25,60,11,4,110,43.005,78.372,83.417,73.903,22324,4438,7883,30207,26762,99,75
lemurs_0.02_0.6_0.7_0.5_doublekalman,69.044,64.059,76.809,68.231,78.181,79.457,85.831,81.385,71.753,87.49,77.359,67.682,80.936,78.49,81.018,84.145,96.416,77.333,13.333,9.3333,22519,4243,837,22,58,10,7,120,62.836,86.201,80.715,92.486,21601,5161,1755,23356,26762,89,75
lemurs_0.02_0.6_0.7_0.5_singlekalman,63.731,55.553,75.541,71.208,63.087,79.463,82.149,80.747,72.634,82.441,75.357,62.124,62.238,78.032,62.331,87.602,77.611,80,14.667,5.3333,23444,3318,6763,25,60,11,4,110,42.993,78.362,83.406,73.893,22321,4441,7886,30207,26762,99,75
lemurs_0.02_0.6_0.7_0.6_doublekalman,69.048,64.064,76.814,68.235,78.183,79.462,85.832,81.387,71.757,87.492,77.363,67.686,80.939,78.494,81.022,84.149,96.416,77.333,13.333,9.3333,22520,4242,837,22,58,10,7,118,62.842,86.215,80.73,92.499,21605,5157,1752,23357,26762,89,75
lemurs_0.02_0.6_0.7_0.6_singlekalman,63.734,55.555,75.546,71.21,63.089,79.469,82.152,80.75,72.637,82.441,75.36,62.127,62.245,78.035,62.338,87.606,77.614,80,14.667,5.3333,23445,3317,6762,25,60,11,4,108,43.003,78.376,83.421,73.907,22325,4437,7882,30207,26762,99,75
lemurs_0.02_0.6_0.7_0.7_doublekalman,69.048,64.065,76.813,68.235,78.183,79.461,85.832,81.387,71.757,87.492,77.363,67.686,80.939,78.494,81.022,84.149,96.416,77.333,13.333,9.3333,22520,4242,837,22,58,10,7,118,62.842,86.215,80.73,92.499,21605,5157,1752,23357,26762,89,75
lemurs_0.02_0.6_0.7_0.7_singlekalman,63.642,55.53,75.371,71.189,63.07,79.348,82.033,80.743,72.539,82.366,75.339,62.054,62.241,78.036,62.338,87.606,77.614,80,14.667,5.3333,23445,3317,6762,26,60,11,4,108,42.999,78.292,83.331,73.827,22301,4461,7906,30207,26762,99,75
lemurs_0.02_0.6_0.7_0.8_doublekalman,69.032,64.054,76.789,68.226,78.182,79.443,85.819,81.388,71.741,87.481,77.362,67.677,80.913,78.497,80.995,84.13,96.407,77.333,13.333,9.3333,22515,4247,839,22,58,10,7,118,62.823,86.2,80.711,92.49,21600,5162,1754,23354,26762,89,75
lemurs_0.02_0.6_0.7_0.8_singlekalman,63.588,55.508,75.275,71.174,63.057,79.281,81.987,80.75,72.484,82.227,75.371,61.975,62.159,78.041,62.256,87.564,77.578,80,14.667,5.3333,23434,3328,6773,26,60,11,4,108,42.931,78.25,83.286,73.788,22289,4473,7918,30207,26762,99,75
lemurs_0.02_0.6_0.7_0.9_doublekalman,69.029,64.049,76.79,68.221,78.177,79.445,85.819,81.386,71.739,87.481,77.359,67.674,80.913,78.494,80.995,84.13,96.407,77.333,13.333,9.3333,22515,4247,839,22,58,10,7,118,62.82,86.2,80.711,92.49,21600,5162,1754,23354,26762,89,75
lemurs_0.02_0.6_0.7_0.9_singlekalman,63.586,55.508,75.27,71.174,63.057,79.276,81.982,80.75,72.481,82.222,75.372,61.973,62.167,78.038,62.264,87.568,77.581,80,14.667,5.3333,23435,3327,6772,26,60,11,4,108,42.935,78.25,83.286,73.788,22289,4473,7918,30207,26762,99,75
lemurs_0.02_0.6_0.7_0_doublekalman,69.028,63.905,76.94,68.095,78.115,79.573,85.877,81.356,71.749,87.518,77.291,67.644,80.741,78.462,80.812,83.992,96.352,77.333,13.333,9.3333,22478,4284,851,19,58,10,7,122,62.651,86.379,80.839,92.734,21634,5128,1695,23329,26762,88,75
lemurs_0.02_0.6_0.7_0_singlekalman,63.199,54.423,75.832,70.991,61.768,79.763,82.38,80.641,72.657,82.123,74.988,61.583,59.674,78.04,59.779,87.355,76.006,80,14.667,5.3333,23378,3384,7380,28,60,11,4,116,40.491,77.556,83.346,72.518,22305,4457,8453,30758,26762,100,75
lemurs_0.02_0.6_0.7_1_doublekalman,69.03,64.038,76.802,68.205,78.188,79.454,85.826,81.39,71.736,87.47,77.368,67.674,80.909,78.498,80.992,84.112,96.423,77.333,13.333,9.3333,22510,4252,835,22,58,10,7,116,62.823,86.223,80.719,92.534,21602,5160,1743,23345,26762,89,75
lemurs_0.02_0.6_0.7_1_singlekalman,63.58,55.5,75.271,71.164,63.054,79.278,81.979,80.751,72.475,82.202,75.382,61.966,62.148,78.043,62.245,87.553,77.576,80,14.667,5.3333,23431,3331,6773,26,60,11,4,107,42.923,78.243,83.275,73.785,22286,4476,7918,30204,26762,99,75
lemurs_0.02_0.6_0.8_0.1_doublekalman,68.976,63.911,76.825,68.135,78.071,79.466,85.824,81.349,71.714,87.475,77.263,67.585,80.629,78.471,80.704,83.988,96.237,77.333,13.333,9.3333,22477,4285,879,20,58,10,7,121,62.548,86.057,80.581,92.332,21565,5197,1791,23356,26762,89,75
lemurs_0.02_0.6_0.8_0.1_singlekalman,63.344,54.963,75.419,71.154,62.354,79.333,82.113,80.677,72.55,82.161,75.091,61.695,60.507,78.03,60.612,87.363,76.558,80,14.667,5.3333,23380,3382,7159,28,60,11,4,117,41.314,77.657,83.137,72.854,22249,4513,8290,30539,26762,100,75
lemurs_0.02_0.6_0.8_0.2_doublekalman,68.979,63.915,76.829,68.14,78.067,79.473,85.82,81.347,71.718,87.485,77.259,67.59,80.618,78.472,80.693,83.988,96.224,77.333,13.333,9.3333,22477,4285,882,20,58,10,7,120,62.537,86.052,80.581,92.32,21565,5197,1794,23359,26762,89,75
lemurs_0.02_0.6_0.8_0.2_singlekalman,63.711,55.5,75.562,71.155,63.04,79.483,82.167,80.691,72.62,82.583,75.172,62.08,61.939,78.013,62.039,87.456,77.482,80,14.667,5.3333,23405,3357,6802,27,60,11,4,117,42.709,78.232,83.267,73.771,22284,4478,7923,30207,26762,99,75
lemurs_0.02_0.6_0.8_0.3_doublekalman,69.015,63.964,76.848,68.189,78.103,79.498,85.849,81.367,71.753,87.495,77.291,67.626,80.618,78.507,80.693,84,96.212,77.333,13.333,9.3333,22480,4282,885,20,58,10,7,120,62.564,86.033,80.573,92.288,21563,5199,1802,23365,26762,89,75
lemurs_0.02_0.6_0.8_0.3_singlekalman,63.738,55.529,75.584,71.188,63.069,79.513,82.193,80.713,72.648,82.581,75.207,62.106,61.946,78.044,62.039,87.456,77.482,80,14.667,5.3333,23405,3357,6802,25,60,11,4,111,42.744,78.218,83.252,73.758,22280,4482,7927,30207,26762,99,75
lemurs_0.02_0.6_0.8_0.4_doublekalman,69.04,64.053,76.804,68.228,78.18,79.454,85.839,81.382,71.751,87.486,77.355,67.675,80.954,78.481,81.037,84.153,96.429,77.333,13.333,9.3333,22521,4241,834,22,58,10,7,121,62.845,86.21,80.723,92.498,21603,5159,1752,23355,26762,89,75
lemurs_0.02_0.6_0.8_0.4_singlekalman,63.727,55.544,75.539,71.203,63.083,79.467,82.152,80.743,72.633,82.441,75.348,62.117,62.245,78.022,62.338,87.606,77.614,80,14.667,5.3333,23445,3317,6762,25,60,11,4,111,42.991,78.369,83.413,73.9,22323,4439,7884,30207,26762,99,75
lemurs_0.02_0.6_0.8_0.5_doublekalman,69.044,64.059,76.809,68.231,78.181,79.457,85.831,81.385,71.753,87.49,77.359,67.682,80.936,78.49,81.018,84.145,96.416,77.333,13.333,9.3333,22519,4243,837,22,58,10,7,120,62.836,86.201,80.715,92.486,21601,5161,1755,23356,26762,89,75
lemurs_0.02_0.6_0.8_0.5_singlekalman,63.638,55.526,75.364,71.187,63.068,79.341,82.028,80.74,72.535,82.361,75.334,62.046,62.219,78.032,62.316,87.594,77.605,80,14.667,5.3333,23442,3320,6765,26,60,11,4,111,42.976,78.274,83.312,73.811,22296,4466,7911,30207,26762,99,75
lemurs_0.02_0.6_0.8_0.6_doublekalman,69.048,64.064,76.814,68.235,78.183,79.462,85.832,81.387,71.757,87.492,77.363,67.686,80.939,78.494,81.022,84.149,96.416,77.333,13.333,9.3333,22520,4242,837,22,58,10,7,118,62.842,86.215,80.73,92.499,21605,5157,1752,23357,26762,89,75
lemurs_0.02_0.6_0.8_0.6_singlekalman,63.641,55.528,75.369,71.188,63.069,79.347,82.031,80.743,72.538,82.361,75.338,62.049,62.226,78.035,62.323,87.598,77.608,80,14.667,5.3333,23443,3319,6764,26,60,11,4,109,42.986,78.288,83.327,73.824,22300,4462,7907,30207,26762,99,75
lemurs_0.02_0.6_0.8_0.7_doublekalman,69.048,64.065,76.813,68.235,78.183,79.461,85.832,81.387,71.757,87.492,77.363,67.686,80.939,78.494,81.022,84.149,96.416,77.333,13.333,9.3333,22520,4242,837,22,58,10,7,118,62.842,86.215,80.73,92.499,21605,5157,1752,23357,26762,89,75
lemurs_0.02_0.6_0.8_0.7_singlekalman,63.64,55.527,75.369,71.188,63.069,79.346,82.03,80.743,72.537,82.361,75.338,62.049,62.226,78.035,62.323,87.598,77.608,80,14.667,5.3333,23443,3319,6764,26,60,11,4,109,42.986,78.288,83.327,73.824,22300,4462,7907,30207,26762,99,75
lemurs_0.02_0.6_0.8_0.8_doublekalman,69.032,64.054,76.789,68.226,78.182,79.443,85.819,81.388,71.741,87.481,77.362,67.677,80.913,78.497,80.995,84.13,96.407,77.333,13.333,9.3333,22515,4247,839,22,58,10,7,118,62.823,86.2,80.711,92.49,21600,5162,1754,23354,26762,89,75
lemurs_0.02_0.6_0.8_0.8_singlekalman,63.586,55.505,75.273,71.173,63.056,79.279,81.984,80.75,72.483,82.222,75.369,61.97,62.144,78.041,62.241,87.557,77.571,80,14.667,5.3333,23432,3330,6775,26,60,11,4,109,42.917,78.246,83.282,73.784,22288,4474,7919,30207,26762,99,75
lemurs_0.02_0.6_0.8_0.9_doublekalman,69.029,64.049,76.79,68.221,78.177,79.445,85.819,81.386,71.739,87.481,77.359,67.674,80.913,78.494,80.995,84.13,96.407,77.333,13.333,9.3333,22515,4247,839,22,58,10,7,118,62.82,86.2,80.711,92.49,21600,5162,1754,23354,26762,89,75
lemurs_0.02_0.6_0.8_0.9_singlekalman,63.155,55.287,74.578,71.176,62.766,78.661,81.438,80.734,72.137,81.627,75.304,61.468,61.445,78.043,61.55,87.475,77.139,80,14.667,5.3333,23410,3352,6938,28,60,11,4,110,42.239,77.538,82.733,72.957,22141,4621,8207,30348,26762,100,75
lemurs_0.02_0.6_0.8_0_doublekalman,69.214,63.954,77.274,68.183,78.059,79.942,85.82,81.339,71.958,87.864,77.253,67.877,80.726,78.454,80.794,84.071,96.248,77.333,13.333,9.3333,22499,4263,877,18,58,10,7,123,62.612,86.629,81.149,92.903,21717,5045,1659,23376,26762,87,75
lemurs_0.02_0.6_0.8_0_singlekalman,63.451,54.791,75.875,71.176,62.115,79.764,82.335,80.677,72.792,82.367,75.115,61.871,60.096,78.035,60.197,87.393,76.267,80,14.667,5.3333,23388,3374,7278,27,60,11,4,119,40.901,77.965,83.652,73.003,22387,4375,8279,30666,26762,99,75
lemurs_0.02_0.6_0.8_1_doublekalman,69.03,64.038,76.802,68.205,78.188,79.454,85.826,81.39,71.736,87.47,77.368,67.674,80.909,78.498,80.992,84.112,96.423,77.333,13.333,9.3333,22510,4252,835,22,58,10,7,116,62.823,86.223,80.719,92.534,21602,5160,1743,23345,26762,89,75
lemurs_0.02_0.6_0.8_1_singlekalman,63.15,55.279,74.578,71.168,62.765,78.661,81.434,80.737,72.132,81.606,75.315,61.462,61.427,78.048,61.531,87.46,77.133,80,14.667,5.3333,23406,3356,6939,28,60,11,4,109,42.227,77.532,82.722,72.954,22138,4624,8207,30345,26762,100,75
lemurs_0.02_0.6_0.9_0.1_doublekalman,68.976,63.911,76.825,68.135,78.071,79.466,85.824,81.349,71.714,87.475,77.263,67.585,80.629,78.471,80.704,83.988,96.237,77.333,13.333,9.3333,22477,4285,879,20,58,10,7,121,62.548,86.057,80.581,92.332,21565,5197,1791,23356,26762,89,75
lemurs_0.02_0.6_0.9_0.1_singlekalman,63.729,55.518,75.574,71.158,63.059,79.495,82.179,80.677,72.63,82.698,75.095,62.102,61.812,78.026,61.912,87.378,77.433,80,14.667,5.3333,23384,3378,6815,27,60,11,4,116,42.611,78.222,83.245,73.771,22278,4484,7921,30199,26762,99,75
lemurs_0.02_0.6_0.9_0.2_doublekalman,68.979,63.915,76.829,68.14,78.067,79.473,85.82,81.347,71.718,87.485,77.259,67.59,80.618,78.472,80.693,83.988,96.224,77.333,13.333,9.3333,22477,4285,882,20,58,10,7,120,62.537,86.052,80.581,92.32,21565,5197,1794,23359,26762,89,75
lemurs_0.02_0.6_0.9_0.2_singlekalman,63.62,55.479,75.383,71.137,63.024,79.358,82.043,80.686,72.521,82.503,75.154,62.005,61.935,78.013,62.039,87.456,77.482,80,14.667,5.3333,23405,3357,6802,28,60,11,4,117,42.706,78.148,83.178,73.692,22260,4502,7947,30207,26762,99,75
lemurs_0.02_0.6_0.9_0.3_doublekalman,69.015,63.964,76.848,68.189,78.103,79.498,85.849,81.367,71.753,87.495,77.291,67.626,80.618,78.507,80.693,84,96.212,77.333,13.333,9.3333,22480,4282,885,20,58,10,7,120,62.564,86.033,80.573,92.288,21563,5199,1802,23365,26762,89,75
lemurs_0.02_0.6_0.9_0.3_singlekalman,63.647,55.508,75.405,71.171,63.054,79.389,82.07,80.708,72.55,82.501,75.189,62.031,61.942,78.044,62.039,87.456,77.482,80,14.667,5.3333,23405,3357,6802,26,60,11,4,111,42.741,78.134,83.163,73.678,22256,4506,7951,30207,26762,99,75
lemurs_0.02_0.6_0.9_0.4_doublekalman,69.04,64.053,76.804,68.228,78.18,79.454,85.839,81.382,71.751,87.486,77.355,67.675,80.954,78.481,81.037,84.153,96.429,77.333,13.333,9.3333,22521,4241,834,22,58,10,7,121,62.845,86.21,80.723,92.498,21603,5159,1752,23355,26762,89,75
lemurs_0.02_0.6_0.9_0.4_singlekalman,63.636,55.523,75.36,71.186,63.067,79.342,82.029,80.737,72.535,82.361,75.33,62.042,62.241,78.022,62.338,87.606,77.614,80,14.667,5.3333,23445,3317,6762,26,60,11,4,111,42.987,78.285,83.323,73.821,22299,4463,7908,30207,26762,99,75
lemurs_0.02_0.6_0.9_0.5_doublekalman,69.044,64.059,76.809,68.231,78.181,79.457,85.831,81.385,71.753,87.49,77.359,67.682,80.936,78.49,81.018,84.145,96.416,77.333,13.333,9.3333,22519,4243,837,22,58,10,7,120,62.836,86.201,80.715,92.486,21601,5161,1755,23356,26762,89,75
lemurs_0.02_0.6_0.9_0.5_singlekalman,63.638,55.526,75.364,71.187,63.068,79.341,82.028,80.74,72.535,82.361,75.334,62.046,62.219,78.032,62.316,87.594,77.605,80,14.667,5.3333,23442,3320,6765,26,60,11,4,111,42.976,78.274,83.312,73.811,22296,4466,7911,30207,26762,99,75
lemurs_0.02_0.6_0.9_0.6_doublekalman,69.048,64.064,76.814,68.235,78.183,79.462,85.832,81.387,71.757,87.492,77.363,67.686,80.939,78.494,81.022,84.149,96.416,77.333,13.333,9.3333,22520,4242,837,22,58,10,7,118,62.842,86.215,80.73,92.499,21605,5157,1752,23357,26762,89,75
lemurs_0.02_0.6_0.9_0.6_singlekalman,63.641,55.528,75.369,71.188,63.069,79.347,82.031,80.743,72.538,82.361,75.338,62.049,62.226,78.035,62.323,87.598,77.608,80,14.667,5.3333,23443,3319,6764,26,60,11,4,109,42.986,78.288,83.327,73.824,22300,4462,7907,30207,26762,99,75
lemurs_0.02_0.6_0.9_0.7_doublekalman,69.048,64.065,76.813,68.235,78.183,79.461,85.832,81.387,71.757,87.492,77.363,67.686,80.939,78.494,81.022,84.149,96.416,77.333,13.333,9.3333,22520,4242,837,22,58,10,7,118,62.842,86.215,80.73,92.499,21605,5157,1752,23357,26762,89,75
lemurs_0.02_0.6_0.9_0.7_singlekalman,63.64,55.527,75.369,71.188,63.069,79.346,82.03,80.743,72.537,82.361,75.338,62.049,62.226,78.035,62.323,87.598,77.608,80,14.667,5.3333,23443,3319,6764,26,60,11,4,109,42.986,78.288,83.327,73.824,22300,4462,7907,30207,26762,99,75
lemurs_0.02_0.6_0.9_0.8_doublekalman,69.032,64.054,76.789,68.226,78.182,79.443,85.819,81.388,71.741,87.481,77.362,67.677,80.913,78.497,80.995,84.13,96.407,77.333,13.333,9.3333,22515,4247,839,22,58,10,7,118,62.823,86.2,80.711,92.49,21600,5162,1754,23354,26762,89,75
lemurs_0.02_0.6_0.9_0.8_singlekalman,63.586,55.505,75.273,71.173,63.056,79.279,81.984,80.75,72.483,82.222,75.369,61.97,62.144,78.041,62.241,87.557,77.571,80,14.667,5.3333,23432,3330,6775,26,60,11,4,109,42.917,78.246,83.282,73.784,22288,4474,7919,30207,26762,99,75
lemurs_0.02_0.6_0.9_0.9_doublekalman,68.973,63.908,76.828,68.19,78.01,79.467,85.854,81.375,71.741,87.437,77.323,67.609,80.764,78.494,80.85,84.13,96.247,77.333,13.333,9.3333,22515,4247,878,23,58,10,7,118,62.671,86.133,80.711,92.335,21600,5162,1793,23393,26762,89,75
lemurs_0.02_0.6_0.9_0.9_singlekalman,63.155,55.287,74.578,71.176,62.766,78.661,81.438,80.734,72.137,81.627,75.304,61.468,61.445,78.043,61.55,87.475,77.139,80,14.667,5.3333,23410,3352,6938,28,60,11,4,110,42.239,77.538,82.733,72.957,22141,4621,8207,30348,26762,100,75
lemurs_0.02_0.6_0.9_0_doublekalman,69.215,63.956,77.274,68.185,78.058,79.942,85.819,81.339,71.959,87.867,77.252,67.878,80.73,78.453,80.797,84.074,96.248,77.333,13.333,9.3333,22500,4262,877,18,58,10,7,122,62.615,86.631,81.152,92.903,21718,5044,1659,23377,26762,87,75
lemurs_0.02_0.6_0.9_0_singlekalman,64.168,55.898,76.065,71.187,63.52,79.963,82.414,80.68,72.894,83.365,75.126,62.629,62.667,78.02,62.761,87.415,78.001,80,14.667,5.3333,23394,3368,6598,25,60,11,4,115,43.453,79.036,83.805,74.78,22428,4334,7564,29992,26762,97,75
lemurs_0.02_0.6_0.9_1_doublekalman,68.973,63.897,76.839,68.173,78.021,79.475,85.86,81.38,71.738,87.426,77.333,67.609,80.76,78.498,80.846,84.112,96.262,77.333,13.333,9.3333,22510,4252,874,23,58,10,7,116,62.674,86.156,80.719,92.379,21602,5160,1782,23384,26762,89,75
lemurs_0.02_0.6_0.9_1_singlekalman,63.15,55.279,74.578,71.168,62.765,78.661,81.434,80.737,72.132,81.606,75.315,61.462,61.427,78.048,61.531,87.46,77.133,80,14.667,5.3333,23406,3356,6939,28,60,11,4,109,42.227,77.532,82.722,72.954,22138,4624,8207,30345,26762,100,75
lemurs_0.04_0.4_0.7_0.1_doublekalman,68.641,63.621,76.416,67.601,78.474,78.781,86.472,81.527,71.24,86.522,77.65,67.185,80.371,78.661,80.465,83.305,96.703,74.667,16,9.3333,22294,4468,760,25,56,12,7,132,62.595,86.017,80.058,92.934,21425,5337,1629,23054,26762,96,75
lemurs_0.04_0.4_0.7_0.1_singlekalman,59.465,49.071,74.525,71.615,54.581,78.654,81.689,80.482,72.294,77.428,74.164,57.424,44.074,78.009,44.234,87.721,66.857,78.667,16,5.3333,23476,3286,11638,43,59,12,4,117,24.782,71.566,82.733,63.055,22141,4621,12973,35114,26762,120,75
lemurs_0.04_0.4_0.7_0.2_doublekalman,68.62,63.565,76.432,67.595,78.402,78.793,86.475,81.531,71.245,86.484,77.661,67.164,80.293,78.662,80.386,83.301,96.619,74.667,16,9.3333,22293,4469,780,25,56,12,7,131,62.518,85.996,80.069,92.87,21428,5334,1645,23073,26762,97,75
lemurs_0.04_0.4_0.7_0.2_singlekalman,59.007,48.554,74.145,71.625,53.952,78.285,81.329,80.497,72.118,76.716,74.166,56.897,42.131,78.049,42.306,87.531,65.934,78.667,16,5.3333,23425,3337,12103,47,59,12,4,115,22.917,70.91,82.524,62.162,22085,4677,13443,35528,26762,121,75
lemurs_0.04_0.4_0.7_0.3_doublekalman,68.608,63.552,76.427,67.628,78.356,78.792,86.485,81.535,71.259,86.461,77.654,67.14,80.229,78.679,80.33,83.32,96.536,74.667,16,9.3333,22298,4464,800,27,56,12,7,133,62.465,85.921,80.039,92.735,21420,5342,1678,23098,26762,97,75
lemurs_0.04_0.4_0.7_0.3_singlekalman,59.297,49.023,74.155,71.704,54.504,78.322,81.374,80.546,72.166,76.979,74.324,57.214,43.409,78.068,43.573,87.564,66.561,78.667,16,5.3333,23434,3328,11773,44,59,12,4,115,24.204,71.358,82.617,62.8,22110,4652,13097,35207,26762,121,75
